lemma;term
skim;skimming
skip;skipped
skip;skipping
skip;skips
sky;skies
sky;skied
sky;skying
slack;slacks
slack;slacking
slack;slackest
slack;slacked
sleep;slept
sleep;sleeps
sleep;sleeping
slide;slides
slide;slid
slide;sliding
slip;slipping
slip;slipped
slip;slips
slippage;slippages
slit;slits
slit;slitting
slit;slitted
slope;slopes
slope;sloping
slope;sloped
slot;slotted
slot;slots
slot;slotting
slush;slushed
slush;slushing
small;smaller
small;smallest
small;smalls
smart;smartest
smart;smarting
smart;smarter
smart;smarts
smart;smarted
sme;smes
smith;smiths
smooth;smoother
smooth;smoothing
smooth;smoothed
smooth;smooths
smooth;smoothest
social;socials
society;societies
society;societys
soft;softer
soft;softest
soft;softs
soft;softing
sole;soles
sole;soled
sole;soler
solicitation;solicitations
solicitor;solicitors
solution;solutions
solvent;solvents
some;soming
sop;sops
sop;sopped
sop;sopping
sorp;sorps
sort;sorts
sort;sorting
sort;sorted
sound;sounds
sound;sounded
sound;soundest
source;sources
source;sourced
source;sourcing
sourcebook;sourcebooks
south;souths
sovereign;sovereigns
sow;sown
sow;sowed
sow;sows
sox;soxed
space;spaces
space;spaced
span;spans
span;spanning
span;spanned
spare;spared
spare;sparing
spare;spares
spare;sparest
spare;sparer
spe;spes
special;specials
special;specialed
special;specialling
special;specialled
specialise;specialised
specialise;specialising
specialise;specialises
specialist;specialists
specialization;specializations
specialize;specializing
specialize;specializes
specialize;specialized
specific;specifics
specification;specifications
specify;specified
specify;specifies
specify;specifying
speculation;speculations
speculator;speculators
speed;speeds
speed;speeded
speed;speeding
speed;sped
spend;spent
spend;spends
spending;spendings
spin;spun
spin;spinning
spin;spins
spinoff;spinoffs
spiral;spirals
spiral;spiralling
spiral;spiralled
split;splits
splitting;splittings
sponsor;sponsored
sponsor;sponsors
sponsor;sponsoring
sport;sports
sport;sported
sport;sporting
spot;spotting
spot;spots
spouse;spouses
spread;spreads
spreading;spreadings
spreadsheet;spreadsheets
spreadsheet;spreadsheeting
spring;springing
spring;sprang
spring;springs
spring;sprung
square;squares
square;squaring
squared;squareds
squeeze;squeezed
squeeze;squeezing
squeeze;squeezes
ssap;ssaps
stability;stabilities
stabilize;stabilizes
stabilize;stabilized
stabilize;stabilizing
stable;stables
stable;stabled
stable;stabling
staff;staffed
staff;staffs
staff;staffing
staff;staves
stag;stags
stag;stagging
stage;stages
stage;staged
stage;stageing
stagger;staggers
stagger;staggering
stagger;staggered
staging;stagings
stake;staked
stake;staking
stake;stakes
stakeholder;stakeholders
stale;stales
stale;stalest
stale;staling
stale;staled
stale;staler
stamp;stamped
stamp;stamps
stand;stands
stand;stood
standard;standards
standardise;standardised
standardise;standardising
standardise;standardises
standardize;standardized
standardize;standardizing
standby;standbys
standing;standings
standstill;standstills
star;stars
star;starring
star;starred
start;started
start;starts
starting;startings
startup;startups
stat;stats
state;stated
state;states
state;stating
statement;statements
statement;statementing
statement;statemented
static;statics
station;stations
station;stationed
station;stationing
statute;statutes
stay;staying
stay;stayed
stay;stays
steam;steamed
steam;steams
steamship;steamships
steel;steeling
steel;steeled
steel;steels
steer;steering
steer;steered
steer;steers
step;steps
step;stepped
sterling;sterlings
stewardship;stewardships
still;stilling
still;stilled
still;stills
still;stiller
still;stillest
stipulation;stipulations
stock;stocks
stock;stocked
stockbroker;stockbrokers
stockholder;stockholders
stockjobber;stockjobbers
stockpile;stockpiling
stockpile;stockpiled
stockpile;stockpiles
stocktaking;stocktakings
stone;stones
stone;stoned
stop;stopped
stop;stops
storage;storages
store;stored
store;stores
store;storing
storm;storms
storm;stormed
storm;storming
straight;straightest
straight;straighter
straight;straights
straight;straighted
strand;strands
strand;stranded
strap;straps
strap;strapped
strategy;strategies
stratification;stratifications
stratify;stratified
stratify;stratifying
straw;straws
stream;streaming
stream;streams
stream;streamed
streamline;streamlining
streamline;streamlined
streamline;streamlines
street;streets
strengthen;strengthened
strengthen;strengthening
strengthen;strengthens
stress;stressed
stress;stresses
stress;stressing
strict;stricter
strict;strictest
strike;struck
strike;strikes
strike;striking
strip;strips
strip;stripped
stripping;strippings
strong;stronger
strong;strongest
structure;structures
structure;structured
structuring;structurings
stub;stubbed
stub;stubs
student;students
student;studenting
study;studied
study;studies
study;studying
stuffing;stuffings
style;styles
style;styled
sub;subs
sub;subbed
sub;subbing
subcategory;subcategories
subcontract;subcontracting
subcontract;subcontracted
subcontract;subcontracts
subcontractor;subcontractors
subdivision;subdivisions
subject;subjects
subject;subjected
subject;subjecting
subjective;subjectives
sublease;subleased
sublease;subleases
sublease;subleasing
sublet;sublets
submission;submissions
subordinate;subordinated
subordinate;subordinates
subordinate;subordinating
subordination;subordinations
subpart;subparts
subscribe;subscribing
subscribe;subscribed
subscribe;subscribes
subscriber;subscribers
subscription;subscriptions
subsegment;subsegments
subsidiary;subsidiaries
subsidize;subsidizing
subsidize;subsidized
subsidize;subsidizes
subsidy;subsidies
subsoil;subsoiling
subsoil;subsoils
substance;substances
substantiate;substantiating
substantiate;substantiated
substantiate;substantiates
substantive;substantives
substitute;substituted
substitute;substitutes
substitute;substituting
substitution;substitutions
subsystem;subsystems
subtotal;subtotals
subvention;subventions
succeed;succeeded
succeed;succeeding
succeed;succeeds
succession;successions
successor;successors
sucre;sucres
suffer;suffered
suffer;suffers
suffer;sufferring
suffer;sufferred
sugar;sugars
suggest;suggesting
suggest;suggests
suggest;suggested
suite;suites
sum;summed
sum;sums
sum;summing
summarise;summarised
summarise;summarises
summarise;summarising
summarize;summarizing
summarize;summarizes
summarize;summarized
summary;summaries
summation;summations
sundry;sundries
super;supers
supersede;superseded
supersede;superseding
supersede;supersedes
supervision;supervisions
supervisor;supervisors
supplant;supplanted
supplant;supplanting
supplant;supplants
supplement;supplements
supplement;supplemented
supplement;supplementing
supplementary;supplementaries
supplier;suppliers
supply;supplied
supply;supplies
supply;supplying
supply;supplys
support;supported
support;supporting
support;supports
suppress;suppressed
suppress;suppressing
suppress;suppresses
supra;supras
supranational;supranationals
supreme;supremes
surcharge;surcharging
surcharge;surcharges
surcharge;surcharged
surety;sureties
suretyship;suretyships
surface;surfaced
surface;surfaces
surprise;surprises
surprise;surprised
surprise;surprising
surrender;surrendering
surrender;surrendered
surrender;surrenders
surrogate;surrogates
surtax;surtaxes
surveillance;surveillances
survey;surveys
survey;surveyed
survey;surveying
survival;survivals
survive;surviving
survive;survived
survive;survives
survivor;survivors
suspect;suspected
suspect;suspects
suspect;suspecting
suspend;suspended
suspend;suspending
suspend;suspends
suspension;suspensions
sustain;sustaining
sustain;sustained
sustain;sustains
swan;swans
swan;swanning
swan;swanned
swap;swapping
swap;swapped
swap;swaps
sweat;sweated
sweat;sweats
sweep;swept
sweep;sweeps
sweeping;sweepings
swift;swifter
swift;swiftest
swift;swifts
swing;swinging
swing;swung
swing;swings
switch;switches
switch;switching
switch;switched
swot;swotting
swot;swots
swot;swotted
syndicate;syndicates
syndicate;syndicating
syndicate;syndicated
syndication;syndications
synergy;synergies
synoptic;synoptics
synthetic;synthetics
system;systems
systematic;systematics
systemic;systemics
tab;tabs
tab;tabbed
tab;tabbing
table;tables
table;tabling
tactic;tactics
tag;tagged
tag;tags
tag;tagging
tail;tails
tail;tailed
taint;tainted
taint;tainting
taint;taints
take;takes
take;taken
takeover;takeovers
taker;takers
taking;takings
taler;talers
tally;tallied
tally;tallies
tally;tallying
tan;tans
tan;tanning
tandem;tandems
tangible;tangibles
tango;tangos
tank;tanks
tank;tanking
tank;tanked
tap;taps
tap;tapped
taper;tapered
taper;tapering
taper;tapers
tare;tares
tare;taring
tare;tared
target;targeted
target;targets
target;targeting
target;targetting
target;targetted
tariff;tariffs
task;tasks
task;tasked
task;tasking
tax;taxed
tax;taxing
tax;taxes
taxation;taxations
taxi;taxis
taxi;taxiing
taxman;taxmen
taxonomy;taxonomies
taxpay;taxpaying
taxpayer;taxpayers
taylor;taylors
team;teams
team;teamed
team;teaming
tear;torn
tear;tears
tear;tore
teaser;teasers
technical;technicals
technician;technicians
technique;techniques
technology;technologies
teem;teeming
teem;teems
teem;teemed
telecommunication;telecommunications
telephone;telephoning
telephone;telephones
telephone;telephoned
television;televisions
teller;tellers
template;templates
template;templating
temporary;temporaries
tenancy;tenancies
tenant;tenanted
tenant;tenants
tenant;tenanting
tender;tendered
tender;tenders
tender;tendering
tenement;tenements
tenet;tenets
tenor;tenors
term;terms
term;termed
term;terming
terminal;terminals
terminate;terminates
terminate;terminated
terminate;terminating
termination;terminations
terminology;terminologies
territorial;territorials
territory;territories
test;tested
test;tests
testimony;testimonies
testing;testings
text;texts
thaler;thalers
than;thans
that;thats
the;thes
theatrical;theatricals
theft;thefts
them;thems
theme;themes
theme;themed
theme;theming
themselves;theirselves
theory;theories
there;theres
they;their
they;'em
they;theys
thin;thinned
thin;thinnest
thin;thins
those;thoses
thousand;thousander
threat;threats
threat;threated
threaten;threatening
threaten;threatens
threaten;threatened
threshold;thresholds
thrift;thrifts
through;throughs
throughput;throughputs
thumb;thumbed
thumb;thumbs
thumb;thumbing
tic;tics
tick;ticking
tick;ticked
tick;ticks
ticket;tickets
ticket;ticketting
tie;tied
tie;ties
tie;tying
tie;tieing
tier;tiers
tight;tights
tight;tighter
tight;tightest
till;tilled
till;tilling
till;tills
timber;timbers
timber;timbered
timber;timbering
timberland;timberlands
time;times
time;timed
time;timeing
timeframe;timeframes
timeshare;timeshares
timework;timeworks
timing;timings
tin;tins
tin;tinning
tin;tinned
tip;tips
tip;tipped
tip;tipping
title;titled
title;titles
title;titling
to;tos
together;togethers
tolerance;tolerances
toll;tolls
toll;tolled
toll;tolling
tombstone;tombstones
ton;tons
ton;toning
tone;tones
tone;toned
tonnage;tonnages
took;tooks
tool;tools
tool;tooling
tool;tooled
top;topped
top;tops
topic;topics
topside;topsides
tor;tors
tornado;tornados
total;totalled
total;totalling
total;totals
tour;toured
tour;tours
tour;touring
tourist;tourists
tourist;touristed
toxic;toxics
trace;traces
trace;traced
tracing;tracings
track;tracking
track;tracks
track;tracked
tradable;tradables
trade;trades
trade;traded
trademark;trademarks
trademark;trademarking
tradeoff;tradeoffs
trader;traders
trading;tradings
traditional;traditionals
traffic;traffics
trail;trailed
trail;trails
trail;trailing
train;trained
train;training
train;trains
tranch;tranches
transaction;transactions
transcript;transcripts
transfer;transfers
transfer;transferred
transfer;transferring
transfer;transfering
transfer;transfered
transferee;transferees
transformation;transformations
transit;transiting
transit;transitted
transit;transits
transit;transited
transit;transitting
transition;transitions
transition;transitioning
transition;transitioned
transitional;transitionals
translate;translated
translate;translating
translate;translates
translation;translations
transmission;transmissions
transparency;transparencies
transparent;transparents
transport;transporting
transport;transported
transport;transports
transportation;transportations
transpose;transposed
transpose;transposes
transpose;transposing
transposition;transpositions
travel;travelling
travel;travels
travel;travelled
travel;travellin'
travel;traveling
travel;traveled
treasurer;treasurers
treasury;treasuries
treat;treated
treat;treating
treat;treats
treatment;treatments
treaty;treaties
tree;trees
trend;trends
trend;trended
trend;trending
trial;trials
trial;trialling
trial;trialled
trial;trialed
trial;trialing
trigger;triggers
trigger;triggered
triggering;triggerings
triple;tripled
triple;triples
tripping;trippings
trouble;troubled
trouble;troubles
trouble;troubling
truck;trucks
truck;trucking
truck;trucked
true;truest
true;truer
true;truing
true;trued
trust;trusts
trust;trusted
trust;trusting
trustee;trustees
tubular;tubulars
tuesday;tuesdays
tugrik;tugriks
turn;turned
turn;turns
turnaround;turnarounds
turnover;turnovers
type;types
type;typed
type;typing
typology;typologies
ultimate;ultimates
ultra;ultras
umbrella;umbrellas
un;uner
unavailability;unavailabilities
unavailable;unavailables
unbundle;unbundling
uncal;uncalled
uncertainty;uncertainties
underground;undergrounds
underground;undergrounding
underlie;underlying
undermine;undermined
undermine;undermines
understanding;understandings
understate;understated
understate;understates
understate;understating
undertaking;undertakings
undervalue;undervalued
undervalue;undervalues
undervalue;undervaluing
underwrit;underwriting
underwrite;underwrites
underwriter;underwriters
undraw;undrawn
unequal;unequals
uniform;uniforms
uniformity;uniformities
unify;unified
unify;unifying
unify;unifies
union;unions
unit;units
unite;united
unite;unites
unitholder;unitholders
unity;unities
universal;universals
universality;universalities
unknown;unknowns
unlikely;unlikeliest
unlikely;unlikelier
unobservable;unobservables
unreliable;unreliables
unsettle;unsettled
unsettle;unsettling
unsettle;unsettles
unwind;unwinding
unwind;unwinds
up;upped
up;ups
up;upping
update;updates
update;updated
upgrade;upgraded
upgrade;upgrades
upper;uppers
urgent;urgentest
us;usest
usage;usages
use;using
use;used
use;uses
user;users
usp;usps
ust;usted
utilisation;utilisations
utilise;utilised
utilise;utilising
utilise;utilises
utility;utilities
vacation;vacations
vacation;vacationing
vacation;vacationed
vad;vads
validate;validated
validate;validating
validate;validates
validation;validations
valley;valleys
valuation;valuations
value;values
value;valued
value;valuing
valuer;valuers
var;vars
variability;variabilities
variable;variables
variance;variances
variation;variations
vary;varied
vary;varies
vary;varying
vat;vats
vat;vatted
vc;vcs
vehicle;vehicles
veil;veiling
veil;veiled
veil;veils
velocity;velocities
vendor;vendors
venture;venturing
venture;ventures
venture;ventured
venturer;venturers
verification;verifications
verify;verified
verify;verifying
verify;verifies
version;versions
version;versioning
vertical;verticals
very;veriest
vest;vests
vest;vested
vest;vesting
vet;vetting
vet;vets
vet;vetted
veteran;veterans
viable;viables
vice;vices
video;videos
video;videoing
vie;vied
vie;vying
vie;vies
view;views
view;viewed
vineyard;vineyards
vintage;vintages
violation;violations
vire;vires
vire;viring
virtue;virtues
vision;visions
vision;visioning
visual;visuals
vivo;vivos
void;voids
void;voided
void;voiding
volatile;volatiles
volatility;volatilities
volume;volumes
volume;volumed
voluntary;voluntaries
volunteer;volunteers
volunteer;volunteered
volunteer;volunteering
vote;voting
vote;votes
vote;voted
vouch;vouched
vouch;vouching
vouch;vouches
voucher;vouchers
w;ws
wage;wages
wage;waging
wage;waged
wait;waits
wait;waited
waiting;waitings
waive;waived
waive;waiving
waive;waives
waiver;waivers
waiver;waivered
wale;waling
wale;wales
wale;waled
walk;walks
walk;walked
walk;walking
walkthrough;walkthroughs
wall;walls
wall;walled
war;wars
war;warred
warehouse;warehouses
warehouse;warehoused
warning;warnings
warrant;warrants
warrant;warranted
warrant;warranting
warranty;warranties
wash;washes
wash;washed
wastage;wastages
waste;wasted
waste;wasting
waste;wastes
water;waters
water;watered
waterfall;waterfalls
watering;waterings
watt;watts
wave;waves
wave;waved
way;ways
waybill;waybills
weak;weaker
weak;weakest
weakness;weaknesses
weapon;weapons
wear;worn
wear;wears
wear;wore
weather;weathers
weather;weathered
weather;weathering
web;webs
week;weeks
weekly;weeklies
weight;weighted
weight;weights
weighting;weightings
welfare;welfares
well;wells
well;welling
well;welled
well;weller
what;whats
while;whiles
while;whiled
while;whiling
whistleblower;whistleblowers
white;whites
white;whiter
white;whitest
who;whos
whole;wholes
wholesale;wholesaling
wholesaler;wholesalers
why;whys
wide;wider
wide;widest
wide;wides
widespread;widespreading
widget;widgets
wife;wives
wife;wifes
will;'ll
will;wills
will;willed
willing;willings
win;won
win;wins
wind;winds
wind;winded
windfall;windfalls
winding;windings
window;windows
window;windowing
wire;wires
wire;wired
wire;wiring
wise;wisest
wise;wiser
wise;wised
wise;wising
withdraw;withdrawn
withdraw;withdrew
withdraw;withdrawing
withdraw;withdraws
withdrawal;withdrawals
withold;witholds
withold;witholding
without;withouts
witness;witnessed
witness;witnesses
witness;witnesseth
woman;women
woman;womans
woman;womens
wood;woods
work;worked
work;works
work;wrought
worker;workers
workforce;workforces
working;workings
workout;workouts
workplace;workplaces
worksheet;worksheets
workshop;workshops
workstation;workstations
world;worlds
world;worlded
worst;worsts
worth;worths
would;woulding
wrap;wrapped
wrap;wraps
writ;writs
writ;writed
write;written
write;wrote
write;writes
write;writest
writing;writings
y;yed
yankee;yankees
year;years
yell;yelled
yell;yelling
yell;yells
yellow;yellows
yellow;yellowed
yellow;yellower
yellow;yellowing
yen;yens
yield;yields
yield;yielded
yield;yielding
york;yorked
york;yorks
you;your
you;ye
you;y'
you;ya
young;younger
young;youngest
young;youngs
yuan;yuans
zero;zeroing
zero;zeros
zinc;zincs
zloty;zlotys
zloty;zloties
zone;zones
acquiree;acquirees
aggregator;aggregators
amortize;amortizable
annuality;annualities
annualize;annualization
annuatize;annuitization
arrearage;arrearages
auditable;auditability
bancassurance;bancassurances
betterment;betterments
broadband;broadbanding
calendarize;calendarization
cancel;cancelable
cancel;canceling
cannibalize;cannibalization
chairwoman;chairwomans
circularize;circularization
circularize;circularizations
collateralize;collateralization
collateralize;collateralizations
collateralize;collateralized
collateralize;collateralizing
collectible;collectibility
congressional;congressionally
controllership;controllerships
counsel;counseling
cyclical;cyclicality
deconsolidate;deconsolidated
deconsolidate;deconsolidation
defer;deferrable
deleverage;deleveraging
demutualize;demutualization
depositary;depositaries
derecognize;derecognized
derecognize;derecognizing
dilution;dilutive
discontinuance;discontinuances
dishonor;dishonored
divestiture;divestitures
escape;escapable
eurobank;eurobanks
exchangeable;exchangeability
expiration;expirations
forfeit;forfeitable
frachise;frachised
frachisor;frachisors
frontload;frontloaded
fungible;fungibles
hyperlink;hyperlinks
incurrence;incurrences
indemnification;indemnifications
insource;insourcing
instate;instatement
investee;investees
journalize;journalizing
linearity;linearities
onboard;onboarding
overage;overaged
postpone;postponable
reacquisition;reacquisitions
realizable;realizability
reaudit;reaudited
reaudit;reaudits
recontract;recontracted
recontract;recontracting
recoverable;recoverables
registeraccountant;registeraccountants
releverage;releveraged
releverage;releveraging
remeasurement;remeasurements
remittable;remittability
repledge;repledged
repledge;repledging
retrocede;retroceding
revalorize;revalorization
revalorize;revalorized
securitize;securitization
securitize;securitizations
servicer;servicers
swaption;swaptions
terotechnology;terotechnologies
unamortize;unamortized
unapply;unapplied
unassert;unasserted
unassume;unassumed
uncollateralize;uncollateralized
uncollectible;uncollectibility
uncollectible;uncollectibles
undeposit;undeposited
underlift;underlifted
underlift;underlifting
undetach;undetachable
undistribute;undistributable
unfrank;unfranked
unguarantee;unguaranteed
uniting;unitings
unitize;unitization
unitize;unitized
unpresent;unpresented
unvest;unvested
whistleblow;whistleblowing
withholding;withholdings
tobin;tobins
